Startup Name,Total Funding (M$),Number of Investors,Investor Reputation,Growth Rate (%),Revenue (M$),Market Size,Years Since Founded,Success Score,Industry_AgriTech,Industry_Autonomous Vehicles,Industry_Cybersecurity,Industry_EdTech,Industry_FinTech,Industry_GreenTech,Industry_Healthcare,Industry_Quantum Computing
HyperSphereSystems,1.6450045208264794,0.7484706883953595,1.1766832389565767,-0.34428546193290016,1.3564643076852885,3,1.0606289130301445,36.79,False,False,False,True,False,False,False,False
QuantumAISolutions,1.5528427259751663,0.7484706883953595,-0.7338914708620231,-1.5586316387448436,-0.8180085186121986,3,-1.3144198365575108,10.85,False,False,False,False,False,False,False,True
NeuroAIAnalytics,1.0653333224991945,0.5104831881106665,1.2220830340413749,0.33379992540298464,1.071817176685758,3,1.2302752522864056,0.4,True,False,False,False,False,False,False,False
InnoDataInnovations,1.1595168208684263,1.4624331892494387,0.9534675797896509,1.2494091833186993,-1.1869955402782564,3,1.0606289130301445,97.69,False,False,False,False,True,False,False,False
GreenAIAnalytics,0.03168511352761863,-0.9174418135974918,0.00385519926595102,-1.623724387306648,-1.6097152342237955,3,-0.29654180101994426,70.1,False,False,True,False,False,False,False,False
FinLabSolutions,-1.6896908611082584,1.4624331892494387,-1.327872123221469,1.1416397320574334,-0.8404538120960325,1,-0.29654180101994426,20.29,False,False,True,False,False,False,False,False
GreenGrowthTech,-0.7686306239104126,1.7004206895341316,-1.271122379365471,-0.5792228656824596,-0.22490864231210217,2,-0.46618814027620536,63.05,False,False,True,False,False,False,False,False
HyperGrowthVentures,-1.488217648460531,-1.6314043144515709,1.6420311385757598,-1.7086467149005256,-0.29054412174210137,2,-0.29654180101994426,65.48,False,False,False,False,False,True,False,False
TechDataSolutions,-0.8086464107823143,1.4624331892494387,0.24598743971820905,0.501058113760469,-1.094153644504216,3,-1.3144198365575108,93.5,False,False,False,False,False,True,False,False
NeuroConnectVentures,-1.659504736168305,-0.6794543133127987,0.1627544820627454,0.27301795489163055,0.15087998343996603,1,0.8909825737738833,15.22,False,False,False,False,False,False,False,False
SmartFinanceAI,0.5990169490041606,-1.1554293138821847,0.4086700387720699,0.18162946022207724,1.2003674939113524,3,0.8909825737738833,23.66,False,False,False,False,False,False,False,True
HyperLabAI,0.06960948296719104,-1.6314043144515709,-0.605258718121761,-0.06667135548387916,-0.3687625687312195,1,-0.6358344795324664,84.32,False,False,False,False,False,True,False,False
QuantumDataAnalytics,1.559814117416264,1.7004206895341316,0.7680850831933906,1.358902945800145,0.6283525902778875,1,0.3820435560051001,66.27,False,False,False,False,False,False,False,True
AgriEdgeSystems,0.1992076498571996,0.7484706883953595,-1.5510877823883944,1.1821610457316694,-1.6607272648688725,2,-0.6358344795324664,62.58,False,False,True,False,False,False,False,False
HyperCloudSystems,0.9824434782645415,1.7004206895341316,1.2636995128691064,1.6895396222697086,0.13557637424644278,2,0.8909825737738833,21.61,False,False,False,False,False,False,False,False
QuantumHealthSolutions,-1.4165517444460456,0.9864581886800525,-0.3669097939265694,-0.499904549554168,0.5878830459661264,1,0.5516898952613611,74.77,False,False,False,False,False,False,False,True
TechEdgeHub,-0.34832543392662424,0.5104831881106665,-1.4602881922187976,-0.8223507477278754,-0.7720976910316293,2,0.3820435560051001,30.19,True,False,False,False,False,False,False,False
InnoSphereAnalytics,-0.49360923155910313,0.03450818754128039,0.7491685019080581,-0.3485962399833509,1.4312819526314011,1,-0.1268954617636832,44.19,False,False,True,False,False,False,False,False
NeuroAINetwork,0.6885296151078566,0.03450818754128039,-0.5182424442092306,-0.9602956453422956,-1.2176027586653027,3,-0.6358344795324664,58.35,False,True,False,False,False,False,False,False
SmartLabSystems,-1.5904182469870254,-0.6794543133127987,-0.8284743772886864,0.22473724072658358,-1.078169874902092,2,1.5695679307989276,68.49,False,False,False,False,True,False,False,False
NeuroDataSystems,-1.6724018103343359,-0.20347931274341263,1.551231548406163,-1.2611879532637498,-1.406347272052088,2,1.5695679307989276,46.31,False,False,False,False,False,False,True,False
GreenConnectSystems,-1.4874507954020104,1.4624331892494387,-0.6355252481782934,-1.2327368181307756,1.4404641181475153,1,-0.9751271580449886,92.83,False,False,False,False,False,False,False,False
FinDataSystems,-0.028826564181110615,-1.1554293138821847,-0.7641580009185555,-1.4215488967405134,-0.00419658972106847,3,1.3999215915426666,10.32,False,False,False,False,False,False,False,False
NextEdgeVentures,0.477714737929058,0.27249568782597344,-1.5851376287019932,1.4347726394880764,-0.5115962545374355,1,-0.1268954617636832,79.54,False,False,False,False,False,True,False,False
HyperHealthVentures,-0.7092343688322592,-0.9174418135974918,1.4377320606941673,0.9873138778513005,-0.8598383837411618,2,1.3999215915426666,67.8,False,False,False,False,True,False,False,False
NextDataNetwork,0.7311945307273754,0.7484706883953595,-0.22692709241510767,0.6627122906523678,0.7864898852776268,2,-0.6358344795324664,13.86,False,False,True,False,False,False,False,False
SmartCloudHub,-1.2037151637493284,0.7484706883953595,-0.3328599476129707,1.064907882759412,-1.6896340822344162,3,0.04275087749257791,4.99,True,False,False,False,False,False,False,False
NeuroCloudSolutions,-0.8207069179754136,0.9864581886800525,0.07573820815021497,0.3881157288386625,-0.6544299403436514,2,1.3999215915426666,53.87,False,True,False,False,False,False,False,False
FinSphereSolutions,-0.26425045314698437,-1.6314043144515709,-0.49932586292389797,-1.3150726788943827,-1.131902547181573,2,-1.1447734973012498,55.05,False,False,False,False,False,False,False,True
NextHealthSystems,1.5651123749114983,-1.393416814166878,0.4313699363144693,1.6037551390657412,0.3096974388483059,3,0.7213362345176223,66.17,False,False,False,False,True,False,False,False
FinHealthAI,0.15270846894507692,-0.9174418135974918,1.252349564097907,-0.691303094994176,-0.9632227658485182,3,1.3999215915426666,87.18,False,False,False,False,False,False,True,False
TechCloudSystems,-0.8297697268488406,1.7004206895341316,1.5360982833778971,-1.1926465822615848,-0.1279857840864556,2,-1.4840661758137719,69.27,False,False,False,True,False,False,False,False
GreenEdgeSystems,-0.24758882760276063,0.9864581886800525,0.7416018693939251,0.5885669081846169,0.6759638188799596,1,0.3820435560051001,86.17,False,False,False,False,False,False,False,True
HyperAISolutions,1.6436799564526707,-0.4414668130281057,1.691214249917625,-0.09857111305721393,-0.9098301737733375,1,0.3820435560051001,72.7,False,False,False,True,False,False,False,False
AgriConnectAI,-0.7466010269565435,0.5104831881106665,1.5247483346066977,-0.5270624512720069,-1.5396587121378893,2,-1.653712515070033,66.54,False,False,False,False,False,True,False,False
HyperDataTech,-1.6162123953190874,1.7004206895341316,-0.9571071300289485,0.6273639106386726,1.6271681503084974,1,-1.4840661758137719,22.33,False,False,False,False,True,False,False,False
NextEdgeTech,0.7608229443520411,1.7004206895341316,-0.47284264912443214,-0.2684157682449691,1.3112336405133196,1,0.8909825737738833,42.28,False,False,False,False,False,False,False,True
AgriEdgeTech,-0.7679334847663029,1.2244456889647455,0.28003728603180783,1.2701009179608618,1.6703583362546626,1,0.212397216748839,55.69,False,False,False,False,False,False,True,False
QuantumSphereInc,-0.516823965057959,-1.1554293138821847,-0.7376747871190895,1.2442362496581583,-1.2206634805040073,2,0.212397216748839,81.13,False,False,False,True,False,False,False,False
FinHealthHub,-1.3296184931755552,0.5104831881106665,-0.7187582058337569,0.7028025265215586,0.25018340309571596,2,-1.4840661758137719,24.71,True,False,False,False,False,False,False,False
InnoCloudSolutions,-0.8361834069746508,1.2244456889647455,-1.10843978031161,-0.30505738167379925,0.8813722622774699,3,0.04275087749257791,80.56,False,False,True,False,False,False,False,False
HyperFinanceHub,-1.266945684120086,1.7004206895341316,-0.041544595818847424,0.7325468950696682,-0.9887287811710568,1,-1.1447734973012498,53.55,False,False,False,False,False,False,False,True
QuantumSphereVentures,0.21126815705029897,0.27249568782597344,-0.9608904462860152,-0.009769085217931094,-1.372679331826337,1,-0.46618814027620536,94.07,False,False,False,False,True,False,False,False
QuantumFinanceHub,-0.40242343150954357,1.4624331892494387,0.034121729322483314,0.3928575846941582,-0.8720812710959803,1,-0.46618814027620536,66.39,False,False,False,True,False,False,False,False
SmartCloudNetwork,-0.6802333804372922,0.7484706883953595,-1.611620842501459,-1.1297092227250054,-1.232906367858826,2,0.212397216748839,34.0,False,False,False,True,False,False,False,False
NeuroAISystems,-0.028756850266699503,0.9864581886800525,-1.3921884995916,1.2731184625961776,-1.6818122375355042,3,1.0606289130301445,70.87,False,False,False,False,False,False,False,True
NeuroCloudInc,-0.8430850845013376,0.5104831881106665,1.0442671699592474,-1.1835939483556384,-0.7686968889886241,1,-0.29654180101994426,63.27,False,True,False,False,False,False,False,False
NeuroHealthAnalytics,1.0911274708312564,0.9864581886800525,-1.4565048759617312,-0.8335587706590469,-1.4974887668046257,1,-0.29654180101994426,4.61,False,True,False,False,False,False,False,False
HyperGrowthSystems,-1.4095106390905365,-1.393416814166878,-0.15504408353084337,-1.541819604348086,-0.2555158606991484,1,0.7213362345176223,8.29,False,False,True,False,False,False,False,False
NextFinanceAnalytics,1.3791853651774189,1.4624331892494387,-1.10843978031161,-0.3253180385109172,1.618326064996684,2,-0.6358344795324664,73.99,True,False,False,False,False,False,False,False
QuantumAIInc,0.5647177031139591,-0.4414668130281057,-0.6998416245484244,0.6825418696844407,0.8133562214173671,1,-0.6358344795324664,31.96,False,False,False,False,False,False,True,False
TechConnectAnalytics,0.33159437332364755,0.7484706883953595,0.49568631268460034,0.048857496268197805,1.0755580589330638,1,-0.1268954617636832,71.9,False,False,False,True,False,False,False,False
FinLabAnalytics,-0.07602288423734282,-0.4414668130281057,-1.6456706888150578,-0.7085462071959786,1.1326915332555498,2,1.5695679307989276,40.69,False,False,False,False,False,False,False,False
GreenFinanceAI,0.2250715121036724,-1.393416814166878,-1.6381040563009246,1.5610784363662795,0.8119959006001652,3,-0.8054808187887276,71.2,False,False,False,True,False,False,False,False
InnoConnectTech,-0.1824760315429068,0.27249568782597344,-0.4879759141526983,-0.38653108682731624,-1.0016518289344762,3,1.2302752522864056,37.28,False,False,False,True,False,False,False,False
HyperConnectSolutions,1.183080123939337,0.7484706883953595,-0.2912434687852387,1.4451185068091577,-1.3934242242886685,2,1.3999215915426666,75.05,False,True,False,False,False,False,False,False
NextAITech,1.1480837389050258,-1.393416814166878,-0.6166086668929606,-1.2090275388532972,-1.6131160362668007,1,-1.1447734973012498,48.94,False,True,False,False,False,False,False,False
GreenCloudNetwork,0.7226197192548248,1.7004206895341316,-0.4123095890113679,1.5106423331760077,0.03457255356919015,2,1.3999215915426666,14.33,False,False,False,False,True,False,False,False
InnoHealthVentures,0.33940233173767714,1.4624331892494387,0.7113353393373929,1.0881860842318452,-0.9792065354506423,3,1.2302752522864056,14.24,False,False,False,False,False,False,False,False
TechDataInc,-1.6599927335691818,-1.6314043144515709,1.5247483346066977,0.9157549622138201,0.8092752589657612,2,0.212397216748839,12.08,False,False,True,False,False,False,False,False
AgriLabInc,1.3473958202060128,-1.6314043144515709,-0.48419259789563185,-0.46886694759092334,0.1801268810098102,1,-0.6358344795324664,68.73,False,False,False,False,False,False,False,False
NextLabTech,-0.6427970083985968,-0.20347931274341263,1.3809823168381692,-1.5918246297333134,0.15700142711737528,2,-1.3144198365575108,47.54,False,True,False,False,False,False,False,False
SmartSphereInnovations,-1.2152179596271402,-0.20347931274341263,-0.881440804887618,-0.7322554864734572,1.2401568778145127,1,-1.653712515070033,69.63,False,False,False,False,False,False,False,True
InnoCloudInc,-0.8952310924807493,-1.1554293138821847,0.8475347245917878,-1.311192978648977,-0.3609407240323078,3,0.5516898952613611,62.22,False,False,False,False,False,False,False,False
NeuroLabSolutions,-0.2855131970423328,1.2244456889647455,0.7302519206227255,-1.234461129350956,1.4550875669324372,3,-0.1268954617636832,70.18,False,False,False,False,False,True,False,False
HyperDataVentures,-0.43135470599009945,-0.4414668130281057,-0.662008461977759,-0.5843957993430005,-1.225764683568515,3,-1.1447734973012498,8.07,False,False,False,False,False,False,False,False
TechDataInnovations,1.4356536358503116,-0.9174418135974918,-1.0970898315404103,0.2700004102563151,1.2554604870080353,2,0.3820435560051001,14.39,False,True,False,False,False,False,False,False
SmartAIInc,-1.140554357292982,-1.6314043144515709,-0.11721092096017817,-0.5352529295678632,-1.6957555259118255,3,1.0606289130301445,37.56,False,False,False,False,False,False,False,True
SmartCloudAI,1.7347960425878195,0.5104831881106665,0.6886354417949935,-1.3767168050158267,-1.5199340602884597,1,1.0606289130301445,87.73,False,False,False,False,True,False,False,False
HyperAISystems,1.2738476405024306,0.5104831881106665,-0.5749921880652288,-0.1472829050273062,0.36206979031058506,3,0.04275087749257791,61.44,False,False,False,False,True,False,False,False
GreenLabVentures,-1.337287023760763,-1.6314043144515709,-1.2257225842806725,0.8588526919478717,0.886133385137677,1,1.0606289130301445,40.87,False,False,False,True,False,False,False,False
NeuroConnectInnovations,-0.5594888806774776,-0.4414668130281057,-0.17017734855910951,0.8851484380556206,0.7103119195143117,2,-0.46618814027620536,76.4,False,False,True,False,False,False,False,False
SmartDataSolutions,-0.2017867858347479,0.7484706883953595,-0.23449372492924056,0.261809931960459,1.115687523040524,2,0.7213362345176223,85.58,False,False,False,False,True,False,False,False
GreenDataInc,1.0465802795226413,0.7484706883953595,0.4843363639134006,1.375283902391858,-0.29020404153780094,3,1.3999215915426666,96.32,False,False,False,True,False,False,False,False
FinGrowthAnalytics,-0.6427272944841859,1.2244456889647455,-1.327872123221469,-1.5857895404626825,-0.8822836772249958,1,0.3820435560051001,18.02,False,True,False,False,False,False,False,False
FinCloudInnovations,-0.4498986072234196,0.5104831881106665,0.08708815692141467,1.5912538827194342,0.828999910815191,1,-1.1447734973012498,35.76,False,True,False,False,False,False,False,False
TechEdgeVentures,1.5074589676936194,0.7484706883953595,-0.2534103062145735,-0.3748919860910995,0.9548295864063813,2,1.2302752522864056,61.26,False,False,True,False,False,False,False,False
QuantumGrowthInc,0.9345500190641993,0.7484706883953595,0.6356690141960621,0.37173477224695,1.0748778985244627,3,0.8909825737738833,58.0,False,False,False,False,False,False,False,True
GreenDataNetwork,-0.5268627687331399,1.7004206895341316,-0.9268405999724163,-0.6507817813199401,-0.28340243745179056,3,1.3999215915426666,30.62,False,False,False,False,False,False,False,True
QuantumLabHub,1.375281385970404,0.03450818754128039,-0.5031091791809644,0.45019093276515154,-0.16097356390360543,2,-1.1447734973012498,36.97,False,False,True,False,False,False,False,False
GreenHealthTech,0.6332464809799507,0.03450818754128039,-1.4943380385323963,0.6765067804138098,-1.6580066232344683,3,-0.8054808187887276,10.5,False,True,False,False,False,False,False,False
QuantumLabInnovations,-0.410579959495628,-1.393416814166878,-1.0365567714273458,0.17042143729090567,0.3787337203213103,2,0.7213362345176223,14.81,True,False,False,False,False,False,False,False
GreenLabTech,-1.3061249040190557,-1.6314043144515709,-0.5749921880652288,-0.8762354733585083,0.9119794806645163,3,1.5695679307989276,49.51,False,False,False,False,True,False,False,False
TechDataAnalytics,1.7471354054385628,-1.6314043144515709,0.4200199875432696,-0.7460499762348992,0.9419065386429614,1,0.8909825737738833,14.44,False,False,False,False,True,False,False,False
TechConnectInnovations,-0.13353686362639997,-0.9174418135974918,1.1085835463293785,0.7894491653356166,1.4734518979646651,1,-0.8054808187887276,20.8,False,False,False,False,True,False,False,False
NextConnectSolutions,-0.012583222123352574,-1.1554293138821847,-0.3517765288983033,1.5856498712538485,0.08626474462286815,2,-0.29654180101994426,70.17,False,False,True,False,False,False,False,False
NextCloudSolutions,-0.6463524180335567,-1.393416814166878,-1.278689011879604,0.8627323921932772,-0.9482592368592956,3,-1.4840661758137719,39.64,False,False,False,False,False,False,False,True
InnoGrowthInc,-0.17236751395331504,-1.393416814166878,-1.0554733527126785,-0.7546715323358004,-0.1987224665809625,3,1.5695679307989276,99.99,False,False,False,False,False,False,True,False
NextFinanceVentures,-0.5333461627733607,1.4624331892494387,0.7302519206227255,0.35664704907037276,1.283006983556377,1,1.5695679307989276,17.93,True,False,False,False,False,False,False,False
SmartHealthAI,0.28941745510500555,1.2244456889647455,0.98751742610325,-0.160215239178658,-1.0829309977622992,2,1.2302752522864056,51.69,True,False,False,False,False,False,False,False
AgriDataInnovations,-0.5568397519298605,-0.20347931274341263,1.6874309336605586,0.889028138301026,-1.1584288031170131,3,1.2302752522864056,23.47,False,False,False,False,False,False,True,False
QuantumFinanceAI,-0.5144536919679857,-1.6314043144515709,0.27625396977474137,0.11265701141486704,1.072497337094359,1,0.5516898952613611,17.56,False,False,False,False,False,False,False,True
TechDataAI,-0.07504688943558922,0.7484706883953595,0.11357137072088051,0.7476346182462452,1.0191047450191784,3,-0.6358344795324664,12.38,False,False,False,True,False,False,False,False
NeuroLabInnovations,-0.3649870594708482,0.5104831881106665,-0.18531061358737566,-0.12055608111451208,-1.502930050073434,1,-1.653712515070033,52.2,False,False,False,False,False,True,False,False
QuantumHealthHub,1.0953800196103263,0.03450818754128039,0.30652049983127366,0.655815045771647,0.5378912559339508,2,-0.29654180101994426,5.63,False,False,True,False,False,False,False,False
GreenGrowthNetwork,0.5621382882807529,0.9864581886800525,1.634464506061627,0.6984917484711083,1.132011372846949,3,-0.8054808187887276,96.2,False,False,False,False,True,False,False,False
InnoEdgeSolutions,0.9142632699706044,0.9864581886800525,0.3935367737438041,1.295103430653476,-0.9649231668700207,1,-1.653712515070033,27.66,False,False,False,False,False,True,False,False
AgriGrowthInnovations,0.8946736600211195,0.7484706883953595,0.8059182457640562,0.658401512601917,1.507799998599017,2,0.8909825737738833,13.32,True,False,False,False,False,False,False,False
TechAITech,-0.188192572524607,-0.4414668130281057,-0.8738741723734849,-0.1158142252590164,-1.6508649389441576,2,-1.1447734973012498,50.46,False,False,False,True,False,False,False,False
NeuroHealthTech,-1.2490989220308755,-0.6794543133127987,-0.026411330790581278,-1.6013083414443048,-1.71854089959996,2,0.212397216748839,76.31,False,False,True,False,False,False,False,False
QuantumAIAnalytics,-0.39301205306406134,0.9864581886800525,0.2724706535176749,-0.4119646773249751,1.1524161851049801,2,1.0606289130301445,36.18,False,False,False,False,False,True,False,False
AgriConnectInnovations,0.05378442439589868,0.7484706883953595,-1.3808385508204004,1.3248477992015852,0.10802987769810107,3,-1.3144198365575108,39.64,False,True,False,False,False,False,False,False
QuantumLabInc,-0.5830521837483884,-1.6314043144515709,1.0026506911315158,1.0726672832502229,0.9330644533311484,3,1.5695679307989276,97.77,False,False,True,False,False,False,False,False
TechGrowthSolutions,-0.9150298441734673,-0.9174418135974918,0.3405703461448724,-1.085739286610409,0.8766111394172631,3,-1.1447734973012498,56.99,False,False,False,False,False,False,False,False
InnoCloudTech,-0.694176163319488,-0.6794543133127987,0.46541978262806805,-1.4094787181992516,0.5321098924608421,1,-0.1268954617636832,64.73,False,False,False,False,True,False,False,False
NeuroConnectSystems,1.0699344408503189,-1.6314043144515709,-1.350572020763868,-0.8314033816338217,0.43450687382659464,1,-0.6358344795324664,5.69,False,True,False,False,False,False,False,False
QuantumGrowthSolutions,1.0188341415870719,0.5104831881106665,0.6886354417949935,1.0593038712938259,0.2294385106333846,3,1.2302752522864056,87.52,False,True,False,False,False,False,False,False
TechAIInnovations,-0.15131391180119952,-0.20347931274341263,1.528531650863764,0.24801544219901694,1.5438485002548714,1,1.3999215915426666,17.24,False,True,False,False,False,False,False,False
HyperSphereInc,-0.5508443552905165,-1.1554293138821847,-0.9041407024300172,1.2416497828278878,1.6373705564375127,3,0.7213362345176223,80.92,False,False,False,False,False,True,False,False
AgriFinanceHub,1.1579134008369736,0.9864581886800525,1.5133983858354978,0.3411282480887505,-0.7751584128703339,3,1.3999215915426666,54.28,False,False,False,False,True,False,False,False
NeuroHealthSolutions,1.1517785763688075,0.03450818754128039,1.4225987956659008,0.419584408606952,1.4465855618249244,1,-0.1268954617636832,96.13,False,False,False,True,False,False,False,False
HyperDataAnalytics,0.3519508363316533,1.2244456889647455,1.1577666576712438,-0.1765961957703705,0.9966594515353442,1,-0.9751271580449886,21.95,False,False,False,False,True,False,False,False
HyperHealthSolutions,-0.9305063331727043,-1.393416814166878,0.2611207047464752,0.8183313782736357,1.0697766954599548,2,0.5516898952613611,44.66,False,False,False,False,True,False,False,False
NextConnectSystems,1.360223180457633,-1.1554293138821847,-0.6847083595201582,0.7165970162830007,-0.7666564077628211,1,0.8909825737738833,29.18,False,False,False,False,False,True,False,False
GreenAIInc,-0.697243575553571,0.27249568782597344,-1.4073217646198661,1.4166673716761837,0.06620001256913795,2,-1.4840661758137719,9.79,False,False,False,True,False,False,False,False
GreenAITech,1.7224566797370764,0.03450818754128039,1.278832777897373,0.07386000896081141,1.2139707020833728,1,0.7213362345176223,77.22,True,False,False,False,False,False,False,False
NextCloudNetwork,-0.2586733399941062,-1.393416814166878,0.9572508960467173,-1.6094988197401612,-1.6314803672990283,3,-0.9751271580449886,21.98,False,False,False,False,False,True,False,False
SmartGrowthAI,0.17989689556535873,-0.4414668130281057,1.5852813947197624,0.683835103099576,1.3812901625992255,1,-0.1268954617636832,85.13,False,False,False,False,False,False,False,True
TechSphereNetwork,-0.20311135020855647,-1.1554293138821847,-1.0176401901420131,-1.311192978648977,1.6455324813407255,3,1.0606289130301445,30.13,False,False,False,False,True,False,False,False
InnoFinanceInc,-1.0340314960730073,-0.9174418135974918,0.4843363639134006,-1.4478446428482623,0.22875835022478372,2,-0.29654180101994426,34.66,False,False,False,True,False,False,False,False
InnoGrowthNetwork,-0.8380656826637471,1.2244456889647455,0.30652049983127366,1.2606172062498706,1.2024079751371555,2,0.04275087749257791,68.27,False,False,False,False,False,True,False,False
AgriDataAI,-1.0849226535930216,-0.4414668130281057,0.5940525353683301,-0.27962379117614067,-0.4078717922257788,2,1.0606289130301445,80.61,False,False,False,False,False,False,False,False
InnoCloudVentures,-1.002939090245711,-1.6314043144515709,-0.31772668258470455,-0.08563877890586216,-0.035824048721016265,3,-0.46618814027620536,46.28,True,False,False,False,False,False,False,False
TechGrowthNetwork,0.2720586904166719,0.5104831881106665,0.5335194752552656,-1.6577795339052082,1.255800567212336,2,1.5695679307989276,49.89,False,False,False,False,False,False,True,False
TechFinanceAI,-1.55012360445748,0.27249568782597344,0.9988673748744493,0.6023613979460589,0.9466676615031686,1,-1.653712515070033,27.26,True,False,False,False,False,False,False,False
InnoConnectAI,-0.19781309271332198,-0.20347931274341263,-1.6418873725579914,-0.32143833826551177,0.53721109552535,2,1.2302752522864056,99.98,False,False,True,False,False,False,False,False
NeuroSphereSystems,1.4056069387391799,0.03450818754128039,-1.1424896266252087,0.3411282480887505,-0.669393469332874,1,-1.3144198365575108,48.69,False,False,False,False,False,False,True,False
HyperSphereSolutions,-0.2562333529897218,0.27249568782597344,1.252349564097907,-0.9089973865419331,1.2323350331156007,2,-1.4840661758137719,72.16,False,False,False,False,False,True,False,False
FinGrowthTech,1.1749933098676637,1.2244456889647455,-1.6267541075297252,-0.1951325413873082,-1.5610837650088218,3,1.0606289130301445,80.65,False,False,False,False,False,False,True,False
FinDataInnovations,-0.40611826897332526,-0.9174418135974918,-0.7187582058337569,0.11179485580477679,0.9585704686536869,3,1.2302752522864056,7.71,False,False,False,False,False,True,False,False
NextGrowthSystems,-0.46990650065937045,-1.1554293138821847,-0.2685435712428393,-0.1619395503988382,-0.16743508778531535,2,1.3999215915426666,89.82,False,False,False,False,False,True,False,False
GreenEdgeInc,1.0919640378041882,-1.1554293138821847,-0.5825588205793618,-0.12960871502045845,0.009746698655252491,3,-1.653712515070033,40.11,False,False,False,False,False,False,False,True
TechDataTech,0.8469196286495996,-0.9174418135974918,-1.611620842501459,-0.035202675715589674,-0.3065278913442255,1,0.04275087749257791,24.55,False,False,False,False,True,False,False,False
TechFinanceVentures,-0.6319216377504842,-0.20347931274341263,0.06817157563608206,1.3636448016556406,0.5599964692134844,2,0.5516898952613611,30.94,False,False,False,False,True,False,False,False
InnoConnectNetwork,1.578706588221639,-0.20347931274341263,-1.4867714060182633,0.08593018750207322,0.6276724298692866,1,0.04275087749257791,99.28,False,False,False,False,False,True,False,False
NextDataTech,-0.6542300903619972,1.2244456889647455,-1.4262383459051988,0.8342812570603032,1.012303140933168,3,0.212397216748839,27.35,False,False,False,False,False,False,False,True
GreenConnectInc,-1.5750114719021993,0.7484706883953595,-0.13612750224551076,1.6516047754257432,-0.8628991055798665,3,1.5695679307989276,97.33,False,False,False,False,False,False,False,False
InnoSphereTech,0.1545210307197623,0.5104831881106665,0.9345509985043183,1.1062913520437379,-0.92479370276256,3,-0.46618814027620536,50.02,False,False,False,False,True,False,False,False
InnoLabNetwork,-0.9190732512093039,-1.393416814166878,0.98751742610325,0.46484757813668387,1.5040591163517112,2,-0.9751271580449886,63.71,False,True,False,False,False,False,False,False
NeuroLabTech,0.4059791200001615,1.2244456889647455,-1.0781732502550778,0.4682962005770443,1.3068125978574132,3,-1.1447734973012498,40.73,False,False,True,False,False,False,False,False
HyperGrowthInc,1.5692254958617458,0.27249568782597344,-0.08694439090364586,-1.7215790490518774,1.6485932031794297,2,-1.4840661758137719,58.04,False,False,False,False,False,False,False,True
NeuroAIHub,-1.472601731632472,1.7004206895341316,-0.881440804887618,-0.6671627379116525,-1.293780724428618,1,0.8909825737738833,85.45,True,False,False,False,False,False,False,False
InnoFinanceTech,1.6108447027651,-0.4414668130281057,-0.8738741723734849,-1.3840451277015928,-0.31332949543023586,3,-1.3144198365575108,61.75,False,False,False,False,True,False,False,False
SmartEdgeHub,0.18052432079505734,0.03450818754128039,-0.049111228332980664,-0.9930575585257203,0.6361744349767995,2,0.5516898952613611,45.4,True,False,False,False,False,False,False,False
NextEdgeSystems,1.1163639078480307,-0.4414668130281057,0.707552023080326,0.20620089510964587,-0.44290005326873155,2,0.8909825737738833,72.68,False,False,False,False,False,True,False,False
AgriHealthVentures,-1.527536296188323,0.03450818754128039,0.46541978262806805,0.9433439417367042,0.11381124117120987,2,-0.8054808187887276,99.73,False,False,False,False,False,False,False,False
NextEdgeSolutions,0.9919942845388455,0.27249568782597344,-1.0895231990262773,-0.64905747009976,-1.127821584729967,1,-0.1268954617636832,88.83,False,False,False,True,False,False,False,False
TechFinanceSystems,0.36484791049768406,0.03450818754128039,1.343149154267504,-0.8973582858057163,-0.2368114494626202,2,1.2302752522864056,48.85,False,False,False,True,False,False,False,False
InnoLabHub,-1.4686977524254572,0.03450818754128039,-0.7679413171756219,-0.35032055120353106,0.5620369504392876,3,-0.8054808187887276,59.77,False,False,False,True,False,False,False,False
AgriCloudAI,1.7439982792900686,0.5104831881106665,1.1842498714707095,-1.725458749297283,-0.8690205492572757,1,-1.653712515070033,66.68,False,False,False,True,False,False,False,False
FinCloudVentures,-0.6025720797834623,0.03450818754128039,1.3280158892392375,-0.4175686887905609,0.008726458042350909,2,1.2302752522864056,40.15,False,True,False,False,False,False,False,False
SmartConnectAI,-1.1747838892687725,1.7004206895341316,1.3923322656093686,-0.6404359139988586,-1.1580887229127126,1,1.3999215915426666,81.31,False,True,False,False,False,False,False,False
QuantumGrowthAI,0.07309517868773995,-1.393416814166878,1.2145164015272418,0.47562452326281046,-1.4536184204498594,1,0.3820435560051001,8.01,False,False,False,False,True,False,False,False
FinCloudTech,-0.9408937064199402,1.4624331892494387,-1.2257225842806725,-0.8279547591934612,1.4435248399862197,1,-0.46618814027620536,91.67,False,False,False,False,False,True,False,False
TechConnectSystems,1.5121297999591545,0.03450818754128039,0.14005458452034603,0.275604421721901,1.0432504395245148,3,0.7213362345176223,90.9,False,True,False,False,False,False,False,False
InnoDataSystems,0.5182882361162473,1.7004206895341316,-0.07559444213244618,-0.48050604832714017,0.850084883481823,1,-0.9751271580449886,44.09,False,True,False,False,False,False,False,False
QuantumLabAnalytics,1.327318212855651,1.2244456889647455,-1.1122230965686766,0.27905304416226145,0.4719156962996512,2,0.04275087749257791,8.72,False,True,False,False,False,False,False,False
